Section,Activity,Audio ID,Arabic text,Filename,Status,Problem
"vocabulary","vocabulary-example","l2v-example-14","أَدْرُسُ الْعَرَبِيَّةَ وَالْإِنْجِلِيزِيَّةَ أَيْضًا.","example-14-aydan.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-15","تَأَكَّدْ","word-15-taakkad.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-15","تَأَكَّدْ مِنَ الْعُنْوَانِ.","example-15-taakkad.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-16","التَّرْجَمَةُ مِنْ ... إِلَى ...","word-16-attarjama.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-16","أَعْمَلُ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ.","example-16-attarjama.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-17","مُتَرْجِمٌ / مُتَرْجِمَةٌ","word-17-mutarjim-mutarjima.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-17","خَالَتِي مُتَرْجِمَةٌ.","example-17-mutarjim-mutarjima.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-18","مُتَخَصِّصٌ / مُتَخَصِّصَةٌ فِي","word-18-mutakhassis.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-18","وَالِدِي مُتَخَصِّصٌ فِي اللُّغَةِ الْعَرَبِيَّةِ.","example-18-mutakhassis.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-19","خَالَةٌ","word-19-khala.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-19","خَالَتِي تَسْكُنُ فِي الرِّبَاطِ.","example-19-khala.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-20","دَائِمًا","word-20-daiman.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-20","أَدْرُسُ الْعَرَبِيَّةَ دَائِمًا.","example-20-daiman.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-21","مَرْكَزٌ","word-21-markaz.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-21","هٰذَا مَرْكَزُ دَارِ اللُّغَةِ.","example-21-markaz.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-22","الشَّرْقُ الْأَوْسَطُ","word-22-asharq-alawsat.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-22","يَتَكَلَّمُ النَّاسُ الْعَرَبِيَّةَ فِي الشَّرْقِ الْأَوْسَطِ.","example-22-asharq-alawsat.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-23","مَشْغُولٌ / مَشْغُولَةٌ بِـ","word-23-mashghul.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-23","أَنَا مَشْغُولٌ بِالْعَمَلِ الْيَوْمَ.","example-23-mashghul.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-24","الْعَمَلُ / الشُّغْلُ","word-24-alamal-ashughl.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-24","عِنْدِي عَمَلٌ فِي الْمَرْكَزِ الْيَوْمَ.","example-24-alamal-ashughl.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-25","غَدًا","word-25-ghadan.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-25","الدَّرْسُ غَدًا.","example-25-ghadan.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-26","فِعْلًا","word-26-filan.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-26","هُوَ مُتَرْجِمٌ فِعْلًا.","example-26-filan.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-word","l2v-word-27","الْقَبُولُ","word-27-alqabul.mp3","Verified file and mapping metadata",""
"vocabulary","vocabulary-example","l2v-example-27","الْقَبُولُ فِي الْمَرْكَزِ مُهِمٌّ.","example-27-alqabul.mp3","Verified file and mapping metadata",""
"reading","full-reading","r2-full","اسْمِي سَلْمَى. أَنَا مَغْرِبِيَّةٌ، وَأَسْكُنُ فِي مَكْنَاسَ مَعَ أُسْرَتِي. أَدْرُسُ الْعَرَبِيَّةَ الْفُصْحَى فِي مَرْكَزِ دَارِ اللُّغَةِ. أَتَكَلَّمُ الْعَرَبِيَّةَ وَالْإِنْجِلِيزِيَّةَ أَيْضًا.

خَالَتِي مَرْيَمُ مُتَرْجِمَةٌ فِي مَرْكَزٍ لِلتَّرْجَمَةِ. هِيَ مُتَخَصِّصَةٌ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ. تَعْمَلُ فِي النَّهَارِ. تَتَكَلَّمُ مَعَ النَّاسِ دَائِمًا.

خَالَتِي مَشْغُولَةٌ بِالْعَمَلِ الْيَوْمَ. الدَّرْسُ فِي الْمَرْكَزِ غَدًا. تَسْكُنُ خَالَتِي وَحْدَهَا فِي مَكْنَاسَ. أَنَا أَدْرُسُ فِي الْمَسَاءِ. أَنَا أُحِبُّ أُسْرَتِي، وَأُحِبُّ التَّرْجَمَةَ أَيْضًا.","full-reading.mp3","Verified file and mapping metadata",""
"reading","paragraph","r2-p01","اسْمِي سَلْمَى. أَنَا مَغْرِبِيَّةٌ، وَأَسْكُنُ فِي مَكْنَاسَ مَعَ أُسْرَتِي. أَدْرُسُ الْعَرَبِيَّةَ الْفُصْحَى فِي مَرْكَزِ دَارِ اللُّغَةِ. أَتَكَلَّمُ الْعَرَبِيَّةَ وَالْإِنْجِلِيزِيَّةَ أَيْضًا.","paragraph-01.mp3","Verified file and mapping metadata",""
"reading","paragraph","r2-p02","خَالَتِي مَرْيَمُ مُتَرْجِمَةٌ فِي مَرْكَزٍ لِلتَّرْجَمَةِ. هِيَ مُتَخَصِّصَةٌ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ. تَعْمَلُ فِي النَّهَارِ. تَتَكَلَّمُ مَعَ النَّاسِ دَائِمًا.","paragraph-02.mp3","Verified file and mapping metadata",""
"reading","paragraph","r2-p03","خَالَتِي مَشْغُولَةٌ بِالْعَمَلِ الْيَوْمَ. الدَّرْسُ فِي الْمَرْكَزِ غَدًا. تَسْكُنُ خَالَتِي وَحْدَهَا فِي مَكْنَاسَ. أَنَا أَدْرُسُ فِي الْمَسَاءِ. أَنَا أُحِبُّ أُسْرَتِي، وَأُحِبُّ التَّرْجَمَةَ أَيْضًا.","paragraph-03.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s01","اسْمِي سَلْمَى.","sentence-01.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s02","أَنَا مَغْرِبِيَّةٌ، وَأَسْكُنُ فِي مَكْنَاسَ مَعَ أُسْرَتِي.","sentence-02.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s03","أَدْرُسُ الْعَرَبِيَّةَ الْفُصْحَى فِي مَرْكَزِ دَارِ اللُّغَةِ.","sentence-03.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s04","أَتَكَلَّمُ الْعَرَبِيَّةَ وَالْإِنْجِلِيزِيَّةَ أَيْضًا.","sentence-04.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s05","خَالَتِي مَرْيَمُ مُتَرْجِمَةٌ فِي مَرْكَزٍ لِلتَّرْجَمَةِ.","sentence-05.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s06","هِيَ مُتَخَصِّصَةٌ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ.","sentence-06.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s07","تَعْمَلُ فِي النَّهَارِ.","sentence-07.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s08","تَتَكَلَّمُ مَعَ النَّاسِ دَائِمًا.","sentence-08.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s09","خَالَتِي مَشْغُولَةٌ بِالْعَمَلِ الْيَوْمَ.","sentence-09.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s10","الدَّرْسُ فِي الْمَرْكَزِ غَدًا.","sentence-10.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s11","تَسْكُنُ خَالَتِي وَحْدَهَا فِي مَكْنَاسَ.","sentence-11.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s12","أَنَا أَدْرُسُ فِي الْمَسَاءِ.","sentence-12.mp3","Verified file and mapping metadata",""
"reading","sentence","r2-s13","أَنَا أُحِبُّ أُسْرَتِي، وَأُحِبُّ التَّرْجَمَةَ أَيْضًا.","sentence-13.mp3","Verified file and mapping metadata",""
"listening","first-listening","l2-dialogue-full","السَّلَامُ عَلَيْكُمْ. وَعَلَيْكُمُ السَّلَامُ. أَهْلًا وَسَهْلًا. هَلْ تَعْمَلُ الْأُسْتَاذَةُ مَرْيَمُ هُنَا؟ نَعَمْ، هِيَ مُتَرْجِمَةٌ فِي هٰذَا الْمَرْكَزِ. هَلْ هِيَ مُتَخَصِّصَةٌ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ؟ نَعَمْ، وَهِيَ تَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ وَالْعَرَبِيَّةَ الْفُصْحَى أَيْضًا. هَلْ هِيَ مَشْغُولَةٌ الْيَوْمَ؟ نَعَمْ، هِيَ مَشْغُولَةٌ بِالْعَمَلِ فِي النَّهَارِ. مَتَى أَتَكَلَّمُ مَعَهَا؟ تَعَالَ غَدًا فِي الْمَسَاءِ. حَسَنًا، شُكْرًا. عَفْوًا.","dialogue-full.mp3","Verified file and mapping metadata",""
"listening","second-listening","l2-dialogue-learning","السَّلَامُ عَلَيْكُمْ. وَعَلَيْكُمُ السَّلَامُ. أَهْلًا وَسَهْلًا. هَلْ تَعْمَلُ الْأُسْتَاذَةُ مَرْيَمُ هُنَا؟ نَعَمْ، هِيَ مُتَرْجِمَةٌ فِي هٰذَا الْمَرْكَزِ. هَلْ هِيَ مُتَخَصِّصَةٌ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ؟ نَعَمْ، وَهِيَ تَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ وَالْعَرَبِيَّةَ الْفُصْحَى أَيْضًا. هَلْ هِيَ مَشْغُولَةٌ الْيَوْمَ؟ نَعَمْ، هِيَ مَشْغُولَةٌ بِالْعَمَلِ فِي النَّهَارِ. مَتَى أَتَكَلَّمُ مَعَهَا؟ تَعَالَ غَدًا فِي الْمَسَاءِ. حَسَنًا، شُكْرًا. عَفْوًا.","dialogue-learning-pauses.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-01","السَّلَامُ عَلَيْكُمْ.","line-01-omar.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-02","وَعَلَيْكُمُ السَّلَامُ. أَهْلًا وَسَهْلًا.","line-02-huda.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-03","هَلْ تَعْمَلُ الْأُسْتَاذَةُ مَرْيَمُ هُنَا؟","line-03-omar.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-04","نَعَمْ، هِيَ مُتَرْجِمَةٌ فِي هٰذَا الْمَرْكَزِ.","line-04-huda.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-05","هَلْ هِيَ مُتَخَصِّصَةٌ فِي التَّرْجَمَةِ مِنَ الْعَرَبِيَّةِ إِلَى الْإِنْجِلِيزِيَّةِ؟","line-05-omar.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-06","نَعَمْ، وَهِيَ تَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ وَالْعَرَبِيَّةَ الْفُصْحَى أَيْضًا.","line-06-huda.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-07","هَلْ هِيَ مَشْغُولَةٌ الْيَوْمَ؟","line-07-omar.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-08","نَعَمْ، هِيَ مَشْغُولَةٌ بِالْعَمَلِ فِي النَّهَارِ.","line-08-huda.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-09","مَتَى أَتَكَلَّمُ مَعَهَا؟","line-09-omar.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-10","تَعَالَ غَدًا فِي الْمَسَاءِ.","line-10-huda.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-11","حَسَنًا، شُكْرًا.","line-11-omar.mp3","Verified file and mapping metadata",""
"listening","dialogue-line","l2-line-12","عَفْوًا.","line-12-huda.mp3","Verified file and mapping metadata",""
"listening","shadowing","shadow-1","هَلْ تَعْمَلُ الْأُسْتَاذَةُ مَرْيَمُ هُنَا؟","shadow-01-work-here.mp3","Verified file and mapping metadata",""
"listening","shadowing","shadow-2","نَعَمْ، هِيَ مُتَرْجِمَةٌ فِي هٰذَا الْمَرْكَزِ.","shadow-02-translator-center.mp3","Verified file and mapping metadata",""
"listening","shadowing","shadow-3","هَلْ هِيَ مَشْغُولَةٌ الْيَوْمَ؟","shadow-03-busy-today.mp3","Verified file and mapping metadata",""
"listening","shadowing","shadow-4","تَعَالَ غَدًا فِي الْمَسَاءِ.","shadow-04-tomorrow-evening.mp3","Verified file and mapping metadata",""
"grammar","pronoun","g2-pronoun-ana","أَنَا","pronoun-ana.mp3","Verified file and mapping metadata",""
"grammar","pronoun","g2-pronoun-nahnu","نَحْنُ","pronoun-nahnu.mp3","Verified file and mapping metadata",""
"grammar","pronoun","g2-pronoun-anta","أَنْتَ","pronoun-anta.mp3","Verified file and mapping metadata",""
"grammar","pronoun","g2-pronoun-antum","أَنْتُمْ","pronoun-antum.mp3","Verified file and mapping metadata",""
"grammar","pronoun","g2-pronoun-huwa","هُوَ","pronoun-huwa.mp3","Verified file and mapping metadata",""
"grammar","pronoun","g2-pronoun-hum","هُمْ","pronoun-hum.mp3","Verified file and mapping metadata",""
"grammar","verb-form","g2-verb-atakallamu","أَتَكَلَّمُ","verb-atakallamu.mp3","Verified file and mapping metadata",""
"grammar","verb-form","g2-verb-natakallamu","نَتَكَلَّمُ","verb-natakallamu.mp3","Verified file and mapping metadata",""
"grammar","verb-form","g2-verb-tatakallamu","تَتَكَلَّمُ","verb-tatakallamu.mp3","Verified file and mapping metadata",""
"grammar","verb-form","g2-verb-tatakalluna","تَتَكَلَّمُونَ","verb-tatakalluna.mp3","Verified file and mapping metadata",""
"grammar","verb-form","g2-verb-yatakallamu","يَتَكَلَّمُ","verb-yatakallamu.mp3","Verified file and mapping metadata",""
"grammar","verb-form","g2-verb-yatakalluna","يَتَكَلَّمُونَ","verb-yatakalluna.mp3","Verified file and mapping metadata",""
"grammar","example-sentence","g2-pronoun-example-1","نَحْنُ نَعْمَلُ فِي مَرْكَزِ التَّرْجَمَةِ.","pronoun-example-01.mp3","Verified file and mapping metadata",""
"grammar","example-sentence","g2-pronoun-example-2","أَنْتُمْ تَعْمَلُونَ فِي النَّهَارِ.","pronoun-example-02.mp3","Verified file and mapping metadata",""
"grammar","example-sentence","g2-pronoun-example-3","هُمْ يَعْمَلُونَ فِي الْمَرْكَزِ.","pronoun-example-03.mp3","Verified file and mapping metadata",""
"grammar","example-sentence","g2-pronoun-example-4","نَحْنُ نَدْرُسُ فِي الْمَسَاءِ.","pronoun-example-04.mp3","Verified file and mapping metadata",""
"grammar","example-sentence","g2-pronoun-example-5","هُمْ يَتَكَلَّمُونَ الْعَرَبِيَّةَ وَالْإِنْجِلِيزِيَّةَ.","pronoun-example-05.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-smp-mutarjim-singular","مُتَرْجِمٌ","smp-mutarjim-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-smp-mutarjim-plural","مُتَرْجِمُونَ","smp-mutarjim-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-smp-mutarjim-pair","مُتَرْجِمٌ. مُتَرْجِمُونَ.","smp-mutarjim-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-smp-muwazzaf-singular","مُوَظَّفٌ","smp-muwazzaf-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-smp-muwazzaf-plural","مُوَظَّفُونَ","smp-muwazzaf-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-smp-muwazzaf-pair","مُوَظَّفٌ. مُوَظَّفُونَ.","smp-muwazzaf-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-smp-mutakhassis-singular","مُتَخَصِّصٌ","smp-mutakhassis-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-smp-mutakhassis-plural","مُتَخَصِّصُونَ","smp-mutakhassis-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-smp-mutakhassis-pair","مُتَخَصِّصٌ. مُتَخَصِّصُونَ.","smp-mutakhassis-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-smp-maghribi-singular","مَغْرِبِيٌّ","smp-maghribi-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-smp-maghribi-plural","مَغْرِبِيُّونَ","smp-maghribi-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-smp-maghribi-pair","مَغْرِبِيٌّ. مَغْرِبِيُّونَ.","smp-maghribi-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-smp-mashghul-singular","مَشْغُولٌ","smp-mashghul-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-smp-mashghul-plural","مَشْغُولُونَ","smp-mashghul-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-smp-mashghul-pair","مَشْغُولٌ. مَشْغُولُونَ.","smp-mashghul-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-kitab-singular","كِتَابٌ","bp-kitab-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-kitab-plural","كُتُبٌ","bp-kitab-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-kitab-pair","كِتَابٌ. كُتُبٌ.","bp-kitab-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-madina-singular","مَدِينَةٌ","bp-madina-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-madina-plural","مُدُنٌ","bp-madina-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-madina-pair","مَدِينَةٌ. مُدُنٌ.","bp-madina-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-bab-singular","بَابٌ","bp-bab-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-bab-plural","أَبْوَابٌ","bp-bab-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-bab-pair","بَابٌ. أَبْوَابٌ.","bp-bab-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-khal-singular","خَالٌ","bp-khal-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-khal-plural","أَخْوَالٌ","bp-khal-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-khal-pair","خَالٌ. أَخْوَالٌ.","bp-khal-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-talib-singular","طَالِبٌ","bp-talib-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-talib-plural","طُلَّابٌ","bp-talib-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-talib-pair","طَالِبٌ. طُلَّابٌ.","bp-talib-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-rajul-singular","رَجُلٌ","bp-rajul-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-rajul-plural","رِجَالٌ","bp-rajul-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-rajul-pair","رَجُلٌ. رِجَالٌ.","bp-rajul-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-jar-singular","جَارٌ","bp-jar-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-jar-plural","جِيرَانٌ","bp-jar-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-jar-pair","جَارٌ. جِيرَانٌ.","bp-jar-pair.mp3","Verified file and mapping metadata",""
"grammar","singular-word","g2-bp-shakhs-singular","شَخْصٌ","bp-shakhs-singular.mp3","Verified file and mapping metadata",""
"grammar","plural-word","g2-bp-shakhs-plural","أَشْخَاصٌ","bp-shakhs-plural.mp3","Verified file and mapping metadata",""
"grammar","learning-pair","g2-bp-shakhs-pair","شَخْصٌ. أَشْخَاصٌ.","bp-shakhs-pair.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-human-1","الْمُتَرْجِمُونَ مَشْغُولُونَ.","agreement-human-01.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-human-2","الْمُوَظَّفُونَ مَغْرِبِيُّونَ.","agreement-human-02.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-human-3","الطُّلَّابُ جَدِيدُونَ.","agreement-human-03.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-human-4","هُمْ مُتَخَصِّصُونَ فِي التَّرْجَمَةِ.","agreement-human-04.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-nonhuman-1","الْكُتُبُ جَدِيدَةٌ.","agreement-nonhuman-01.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-nonhuman-2","الْمُدُنُ جَمِيلَةٌ.","agreement-nonhuman-02.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-nonhuman-3","الْأَبْوَابُ كَبِيرَةٌ.","agreement-nonhuman-03.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-nonhuman-4","الْأَخْبَارُ مُهِمَّةٌ.","agreement-nonhuman-04.mp3","Verified file and mapping metadata",""
"grammar","agreement-example","g2-nonhuman-5","الصُّفُوفُ كَبِيرَةٌ.","agreement-nonhuman-05.mp3","Verified file and mapping metadata",""
